metro_code,metro_name,metro_pop,metro_type,variable_name,applications,loans,denials,results_def,odds_ratio,odds_ratio_rd,number_denials_compared_to_10_white,white_loans,white_denials,white_apps
15100,"Brookings, SD",34601,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,204,5,209
15100,"Brookings, SD",34601,Micropolitan Statistical Area,Latino,6,4,2,No meaningful results,,,,204,5,209
15100,"Brookings, SD",34601,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,204,5,209
15100,"Brookings, SD",34601,Micropolitan Statistical Area,AAPI,3,3,0,No meaningful results,,,,204,5,209
38780,"Portales, NM",18888,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,18,1,19
38780,"Portales, NM",18888,Micropolitan Statistical Area,Latino,10,8,2,No meaningful results,,,,18,1,19
38780,"Portales, NM",18888,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,18,1,19
38780,"Portales, NM",18888,Micropolitan Statistical Area,AAPI,1,1,0,No meaningful results,,,,18,1,19
36340,"Oil City, PA",51818,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,125,17,142
36340,"Oil City, PA",51818,Micropolitan Statistical Area,Latino,3,2,1,No meaningful results,,,,125,17,142
36340,"Oil City, PA",51818,Micropolitan Statistical Area,Native American,1,0,1,No meaningful results,,,,125,17,142
36340,"Oil City, PA",51818,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,125,17,142
31340,"Lynchburg, VA",261652,Metropolitan Statistical Area,Black,52,48,4,No meaningful results,,,,1304,67,1371
31340,"Lynchburg, VA",261652,Metropolitan Statistical Area,Latino,26,24,2,No meaningful results,,,,1304,67,1371
31340,"Lynchburg, VA",261652,Metropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,1304,67,1371
31340,"Lynchburg, VA",261652,Metropolitan Statistical Area,AAPI,22,21,1,No meaningful results,,,,1304,67,1371
45700,"Tifton, GA",40541,Micropolitan Statistical Area,Black,9,8,1,No meaningful results,,,,94,6,100
45700,"Tifton, GA",40541,Micropolitan Statistical Area,Latino,3,1,2,No meaningful results,,,,94,6,100
45700,"Tifton, GA",40541,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,94,6,100
45700,"Tifton, GA",40541,Micropolitan Statistical Area,AAPI,6,6,0,No meaningful results,,,,94,6,100
35420,"New Philadelphia-Dover, OH",92335,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,276,14,290
35420,"New Philadelphia-Dover, OH",92335,Micropolitan Statistical Area,Latino,5,5,0,No meaningful results,,,,276,14,290
35420,"New Philadelphia-Dover, OH",92335,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,276,14,290
35420,"New Philadelphia-Dover, OH",92335,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,276,14,290
20540,"Dyersburg, TN",37416,Micropolitan Statistical Area,Black,4,4,0,No meaningful results,,,,102,8,110
20540,"Dyersburg, TN",37416,Micropolitan Statistical Area,Latino,1,1,0,No meaningful results,,,,102,8,110
20540,"Dyersburg, TN",37416,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,102,8,110
20540,"Dyersburg, TN",37416,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,102,8,110
49080,"Winnemucca, NV",16828,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,74,4,78
49080,"Winnemucca, NV",16828,Micropolitan Statistical Area,Latino,9,9,0,No meaningful results,,,,74,4,78
49080,"Winnemucca, NV",16828,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,74,4,78
49080,"Winnemucca, NV",16828,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,74,4,78
32100,"Marquette, MI",66686,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,269,19,288
32100,"Marquette, MI",66686,Micropolitan Statistical Area,Latino,1,1,0,No meaningful results,,,,269,19,288
32100,"Marquette, MI",66686,Micropolitan Statistical Area,Native American,4,3,1,No meaningful results,,,,269,19,288
32100,"Marquette, MI",66686,Micropolitan Statistical Area,AAPI,3,3,0,No meaningful results,,,,269,19,288
24500,"Great Falls, MT",81625,Metropolitan Statistical Area,Black,4,3,1,No meaningful results,,,,476,34,510
24500,"Great Falls, MT",81625,Metropolitan Statistical Area,Latino,10,8,2,No meaningful results,,,,476,34,510
24500,"Great Falls, MT",81625,Metropolitan Statistical Area,Native American,3,2,1,No meaningful results,,,,476,34,510
24500,"Great Falls, MT",81625,Metropolitan Statistical Area,AAPI,3,3,0,No meaningful results,,,,476,34,510
37620,"Parkersburg-Vienna, WV",90758,Metropolitan Statistical Area,Black,3,3,0,No meaningful results,,,,319,14,333
37620,"Parkersburg-Vienna, WV",90758,Metropolitan Statistical Area,Latino,5,5,0,No meaningful results,,,,319,14,333
37620,"Parkersburg-Vienna, WV",90758,Metropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,319,14,333
37620,"Parkersburg-Vienna, WV",90758,Metropolitan Statistical Area,AAPI,6,4,2,No meaningful results,,,,319,14,333
28740,"Kingston, NY",178665,Metropolitan Statistical Area,Black,28,22,6,Regression equation needs to be tweaked,3.3174661,3.3,33,589,46,635
28740,"Kingston, NY",178665,Metropolitan Statistical Area,Latino,50,43,7,Regression equation needs to be tweaked,1.478387648,1.5,15,589,46,635
28740,"Kingston, NY",178665,Metropolitan Statistical Area,Native American,1,1,0,Regression equation needs to be tweaked,0.000479285,0,0,589,46,635
28740,"Kingston, NY",178665,Metropolitan Statistical Area,AAPI,18,16,2,Regression equation needs to be tweaked,0.752844032,0.8,8,589,46,635
12120,"Atmore, AL",37057,Micropolitan Statistical Area,Black,8,7,1,No meaningful results,,,,48,5,53
12120,"Atmore, AL",37057,Micropolitan Statistical Area,Latino,1,0,1,No meaningful results,,,,48,5,53
12120,"Atmore, AL",37057,Micropolitan Statistical Area,Native American,4,3,1,No meaningful results,,,,48,5,53
12120,"Atmore, AL",37057,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,48,5,53
21500,"Erie, PA",273835,Metropolitan Statistical Area,Black,40,33,7,No meaningful results,,,,1186,77,1263
21500,"Erie, PA",273835,Metropolitan Statistical Area,Latino,28,26,2,No meaningful results,,,,1186,77,1263
21500,"Erie, PA",273835,Metropolitan Statistical Area,Native American,2,2,0,No meaningful results,,,,1186,77,1263
21500,"Erie, PA",273835,Metropolitan Statistical Area,AAPI,84,72,12,No meaningful results,,,,1186,77,1263
20980,"El Dorado, AR",39449,Micropolitan Statistical Area,Black,10,9,1,No meaningful results,,,,120,6,126
20980,"El Dorado, AR",39449,Micropolitan Statistical Area,Latino,6,5,1,No meaningful results,,,,120,6,126
20980,"El Dorado, AR",39449,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,120,6,126
20980,"El Dorado, AR",39449,Micropolitan Statistical Area,AAPI,3,3,0,No meaningful results,,,,120,6,126
38220,"Pine Bluff, AR",90865,Metropolitan Statistical Area,Black,32,22,10,No meaningful results,,,,72,3,75
38220,"Pine Bluff, AR",90865,Metropolitan Statistical Area,Latino,3,3,0,No meaningful results,,,,72,3,75
38220,"Pine Bluff, AR",90865,Metropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,72,3,75
38220,"Pine Bluff, AR",90865,Metropolitan Statistical Area,AAPI,6,6,0,No meaningful results,,,,72,3,75
31680,"Malvern, AR",33597,Micropolitan Statistical Area,Black,3,1,2,No meaningful results,,,,61,11,72
31680,"Malvern, AR",33597,Micropolitan Statistical Area,Latino,2,1,1,No meaningful results,,,,61,11,72
31680,"Malvern, AR",33597,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,61,11,72
31680,"Malvern, AR",33597,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,61,11,72
40820,"Ruston, LA",47246,Micropolitan Statistical Area,Black,12,10,2,No meaningful results,,,,157,9,166
40820,"Ruston, LA",47246,Micropolitan Statistical Area,Latino,6,6,0,No meaningful results,,,,157,9,166
40820,"Ruston, LA",47246,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,157,9,166
40820,"Ruston, LA",47246,Micropolitan Statistical Area,AAPI,5,5,0,No meaningful results,,,,157,9,166
25760,"Helena-West Helena, AR",18606,Micropolitan Statistical Area,Black,8,7,1,No meaningful results,,,,12,1,13
25760,"Helena-West Helena, AR",18606,Micropolitan Statistical Area,Latino,0,0,0,No meaningful results,,,,12,1,13
25760,"Helena-West Helena, AR",18606,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,12,1,13
25760,"Helena-West Helena, AR",18606,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,12,1,13
37500,"Paragould, AR",44937,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,153,9,162
37500,"Paragould, AR",44937,Micropolitan Statistical Area,Latino,6,6,0,No meaningful results,,,,153,9,162
37500,"Paragould, AR",44937,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,153,9,162
37500,"Paragould, AR",44937,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,153,9,162
14180,"Blytheville, AR",42126,Micropolitan Statistical Area,Black,5,4,1,No meaningful results,,,,59,6,65
14180,"Blytheville, AR",42126,Micropolitan Statistical Area,Latino,5,5,0,No meaningful results,,,,59,6,65
14180,"Blytheville, AR",42126,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,59,6,65
14180,"Blytheville, AR",42126,Micropolitan Statistical Area,AAPI,1,1,0,No meaningful results,,,,59,6,65
22620,"Forrest City, AR",25900,Micropolitan Statistical Area,Black,4,2,2,No meaningful results,,,,13,1,14
22620,"Forrest City, AR",25900,Micropolitan Statistical Area,Latino,0,0,0,No meaningful results,,,,13,1,14
22620,"Forrest City, AR",25900,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,13,1,14
22620,"Forrest City, AR",25900,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,13,1,14
18860,"Crescent City, CA",27495,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,56,8,64
18860,"Crescent City, CA",27495,Micropolitan Statistical Area,Latino,5,4,1,No meaningful results,,,,56,8,64
18860,"Crescent City, CA",27495,Micropolitan Statistical Area,Native American,3,3,0,No meaningful results,,,,56,8,64
18860,"Crescent City, CA",27495,Micropolitan Statistical Area,AAPI,2,1,1,No meaningful results,,,,56,8,64
38700,"Pontiac, IL",36040,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,62,8,70
38700,"Pontiac, IL",36040,Micropolitan Statistical Area,Latino,5,3,2,No meaningful results,,,,62,8,70
38700,"Pontiac, IL",36040,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,62,8,70
38700,"Pontiac, IL",36040,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,62,8,70
47700,"Warsaw, IN",79035,Micropolitan Statistical Area,Black,3,3,0,Regression equation needs to be tweaked,1.05E-05,0,0,574,22,596
47700,"Warsaw, IN",79035,Micropolitan Statistical Area,Latino,39,35,4,Regression equation needs to be tweaked,4.140509443,4.1,41,574,22,596
47700,"Warsaw, IN",79035,Micropolitan Statistical Area,Native American,1,0,1,Regression equation needs to be tweaked,7089.682734,7089.7,70897,574,22,596
47700,"Warsaw, IN",79035,Micropolitan Statistical Area,AAPI,15,14,1,Regression equation needs to be tweaked,3.152437598,3.2,32,574,22,596
19260,"Danville, VA",102326,Micropolitan Statistical Area,Black,30,26,4,Regression equation needs to be tweaked,0.908241659,0.9,9,176,12,188
19260,"Danville, VA",102326,Micropolitan Statistical Area,Latino,8,6,2,Regression equation needs to be tweaked,4.521439589,4.5,45,176,12,188
19260,"Danville, VA",102326,Micropolitan Statistical Area,Native American,0,0,0,Regression equation needs to be tweaked,1.38E+19,1.38E+19,1.38E+20,176,12,188
19260,"Danville, VA",102326,Micropolitan Statistical Area,AAPI,7,4,3,Regression equation needs to be tweaked,10.02516269,10,100,176,12,188
11380,"Andrews, TX",18036,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,54,4,58
11380,"Andrews, TX",18036,Micropolitan Statistical Area,Latino,27,25,2,No meaningful results,,,,54,4,58
11380,"Andrews, TX",18036,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,54,4,58
11380,"Andrews, TX",18036,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,54,4,58
38620,"Ponca City, OK",44402,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,117,9,126
38620,"Ponca City, OK",44402,Micropolitan Statistical Area,Latino,4,4,0,No meaningful results,,,,117,9,126
38620,"Ponca City, OK",44402,Micropolitan Statistical Area,Native American,8,6,2,No meaningful results,,,,117,9,126
38620,"Ponca City, OK",44402,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,117,9,126
19700,"Deming, NM",24083,Micropolitan Statistical Area,Black,2,1,1,No meaningful results,,,,18,1,19
19700,"Deming, NM",24083,Micropolitan Statistical Area,Latino,27,21,6,No meaningful results,,,,18,1,19
19700,"Deming, NM",24083,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,18,1,19
19700,"Deming, NM",24083,Micropolitan Statistical Area,AAPI,2,1,1,No meaningful results,,,,18,1,19
17700,"Coffeyville, KS",32521,Micropolitan Statistical Area,Black,1,0,1,No meaningful results,,,,64,10,74
17700,"Coffeyville, KS",32521,Micropolitan Statistical Area,Latino,5,2,3,No meaningful results,,,,64,10,74
17700,"Coffeyville, KS",32521,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,64,10,74
17700,"Coffeyville, KS",32521,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,64,10,74
12780,"Bartlesville, OK",51886,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,246,11,257
12780,"Bartlesville, OK",51886,Micropolitan Statistical Area,Latino,22,17,5,No meaningful results,,,,246,11,257
12780,"Bartlesville, OK",51886,Micropolitan Statistical Area,Native American,13,11,2,No meaningful results,,,,246,11,257
12780,"Bartlesville, OK",51886,Micropolitan Statistical Area,AAPI,13,13,0,No meaningful results,,,,246,11,257
17220,"Clarksburg, WV",93332,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,315,31,346
17220,"Clarksburg, WV",93332,Micropolitan Statistical Area,Latino,4,4,0,No meaningful results,,,,315,31,346
17220,"Clarksburg, WV",93332,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,315,31,346
17220,"Clarksburg, WV",93332,Micropolitan Statistical Area,AAPI,4,4,0,No meaningful results,,,,315,31,346
10780,"Alexandria, LA",153310,Metropolitan Statistical Area,Black,31,27,4,Regression equation needs to be tweaked,7.521178432,7.5,75,368,12,380
10780,"Alexandria, LA",153310,Metropolitan Statistical Area,Latino,8,7,1,Regression equation needs to be tweaked,0.560714656,0.6,6,368,12,380
10780,"Alexandria, LA",153310,Metropolitan Statistical Area,Native American,4,2,2,Regression equation needs to be tweaked,18327903.82,18327903.8,183279038,368,12,380
10780,"Alexandria, LA",153310,Metropolitan Statistical Area,AAPI,13,13,0,Regression equation needs to be tweaked,1.16E-09,0,0,368,12,380
12620,"Bangor, ME",151774,Metropolitan Statistical Area,Black,6,6,0,No meaningful results,,,,722,48,770
12620,"Bangor, ME",151774,Metropolitan Statistical Area,Latino,10,10,0,No meaningful results,,,,722,48,770
12620,"Bangor, ME",151774,Metropolitan Statistical Area,Native American,5,5,0,No meaningful results,,,,722,48,770
12620,"Bangor, ME",151774,Metropolitan Statistical Area,AAPI,15,15,0,No meaningful results,,,,722,48,770
48980,"Wilson, NC",81435,Micropolitan Statistical Area,Black,66,53,13,No meaningful results,,,,268,15,283
48980,"Wilson, NC",81435,Micropolitan Statistical Area,Latino,23,20,3,No meaningful results,,,,268,15,283
48980,"Wilson, NC",81435,Micropolitan Statistical Area,Native American,2,2,0,No meaningful results,,,,268,15,283
48980,"Wilson, NC",81435,Micropolitan Statistical Area,AAPI,19,15,4,No meaningful results,,,,268,15,283
47080,"Vidalia, GA",36030,Micropolitan Statistical Area,Black,4,3,1,No meaningful results,,,,51,4,55
47080,"Vidalia, GA",36030,Micropolitan Statistical Area,Latino,1,1,0,No meaningful results,,,,51,4,55
47080,"Vidalia, GA",36030,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,51,4,55
47080,"Vidalia, GA",36030,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,51,4,55
22900,"Fort Smith, AR-OK",249777,Metropolitan Statistical Area,Black,19,16,3,No meaningful results,,,,829,65,894
22900,"Fort Smith, AR-OK",249777,Metropolitan Statistical Area,Latino,98,87,11,No meaningful results,,,,829,65,894
22900,"Fort Smith, AR-OK",249777,Metropolitan Statistical Area,Native American,26,23,3,No meaningful results,,,,829,65,894
22900,"Fort Smith, AR-OK",249777,Metropolitan Statistical Area,AAPI,33,30,3,No meaningful results,,,,829,65,894
15020,"Brookhaven, MS",34320,Micropolitan Statistical Area,Black,4,3,1,No meaningful results,,,,53,5,58
15020,"Brookhaven, MS",34320,Micropolitan Statistical Area,Latino,0,0,0,No meaningful results,,,,53,5,58
15020,"Brookhaven, MS",34320,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,53,5,58
15020,"Brookhaven, MS",34320,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,53,5,58
27660,"Jennings, LA",31441,Micropolitan Statistical Area,Black,5,5,0,No meaningful results,,,,81,5,86
27660,"Jennings, LA",31441,Micropolitan Statistical Area,Latino,1,1,0,No meaningful results,,,,81,5,86
27660,"Jennings, LA",31441,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,81,5,86
27660,"Jennings, LA",31441,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,81,5,86
29380,"Lake City, FL",69968,Micropolitan Statistical Area,Black,7,7,0,No meaningful results,,,,169,15,184
29380,"Lake City, FL",69968,Micropolitan Statistical Area,Latino,18,17,1,No meaningful results,,,,169,15,184
29380,"Lake City, FL",69968,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,169,15,184
29380,"Lake City, FL",69968,Micropolitan Statistical Area,AAPI,6,6,0,No meaningful results,,,,169,15,184
37120,"Ozark, AL",49277,Micropolitan Statistical Area,Black,4,4,0,No meaningful results,,,,75,4,79
37120,"Ozark, AL",49277,Micropolitan Statistical Area,Latino,2,2,0,No meaningful results,,,,75,4,79
37120,"Ozark, AL",49277,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,75,4,79
37120,"Ozark, AL",49277,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,75,4,79
40460,"Rockingham, NC",44997,Micropolitan Statistical Area,Black,14,11,3,No meaningful results,,,,97,9,106
40460,"Rockingham, NC",44997,Micropolitan Statistical Area,Latino,9,8,1,No meaningful results,,,,97,9,106
40460,"Rockingham, NC",44997,Micropolitan Statistical Area,Native American,3,3,0,No meaningful results,,,,97,9,106
40460,"Rockingham, NC",44997,Micropolitan Statistical Area,AAPI,2,1,1,No meaningful results,,,,97,9,106
38820,"Port Angeles, WA",75392,Micropolitan Statistical Area,Black,3,3,0,No meaningful results,,,,360,17,377
38820,"Port Angeles, WA",75392,Micropolitan Statistical Area,Latino,17,17,0,No meaningful results,,,,360,17,377
38820,"Port Angeles, WA",75392,Micropolitan Statistical Area,Native American,6,6,0,No meaningful results,,,,360,17,377
38820,"Port Angeles, WA",75392,Micropolitan Statistical Area,AAPI,15,12,3,No meaningful results,,,,360,17,377
37660,"Parsons, KS",20119,Micropolitan Statistical Area,Black,2,1,1,No meaningful results,,,,22,7,29
37660,"Parsons, KS",20119,Micropolitan Statistical Area,Latino,1,1,0,No meaningful results,,,,22,7,29
37660,"Parsons, KS",20119,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,22,7,29
37660,"Parsons, KS",20119,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,22,7,29
15580,"Butte-Silver Bow, MT",34770,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,200,16,216
15580,"Butte-Silver Bow, MT",34770,Micropolitan Statistical Area,Latino,2,2,0,No meaningful results,,,,200,16,216
15580,"Butte-Silver Bow, MT",34770,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,200,16,216
15580,"Butte-Silver Bow, MT",34770,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,200,16,216
36580,"Oneonta, NY",59972,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,164,16,180
36580,"Oneonta, NY",59972,Micropolitan Statistical Area,Latino,5,5,0,No meaningful results,,,,164,16,180
36580,"Oneonta, NY",59972,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,164,16,180
36580,"Oneonta, NY",59972,Micropolitan Statistical Area,AAPI,4,4,0,No meaningful results,,,,164,16,180
11220,"Amsterdam, NY",49302,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,113,12,125
11220,"Amsterdam, NY",49302,Micropolitan Statistical Area,Latino,8,6,2,No meaningful results,,,,113,12,125
11220,"Amsterdam, NY",49302,Micropolitan Statistical Area,Native American,1,0,1,No meaningful results,,,,113,12,125
11220,"Amsterdam, NY",49302,Micropolitan Statistical Area,AAPI,1,1,0,No meaningful results,,,,113,12,125
13780,"Binghamton, NY",241874,Metropolitan Statistical Area,Black,19,15,4,Regression equation needs to be tweaked,6.725917409,6.7,67,844,59,903
13780,"Binghamton, NY",241874,Metropolitan Statistical Area,Latino,23,23,0,Regression equation needs to be tweaked,3.03E-09,0,0,844,59,903
13780,"Binghamton, NY",241874,Metropolitan Statistical Area,Native American,2,2,0,Regression equation needs to be tweaked,1.16E-08,0,0,844,59,903
13780,"Binghamton, NY",241874,Metropolitan Statistical Area,AAPI,34,28,6,Regression equation needs to be tweaked,8.468896483,8.5,85,844,59,903
18660,"Cortland, NY",47865,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,142,12,154
18660,"Cortland, NY",47865,Micropolitan Statistical Area,Latino,3,3,0,No meaningful results,,,,142,12,154
18660,"Cortland, NY",47865,Micropolitan Statistical Area,Native American,2,2,0,No meaningful results,,,,142,12,154
18660,"Cortland, NY",47865,Micropolitan Statistical Area,AAPI,4,4,0,No meaningful results,,,,142,12,154
33180,"Middlesborough, KY",26791,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,23,3,26
33180,"Middlesborough, KY",26791,Micropolitan Statistical Area,Latino,0,0,0,No meaningful results,,,,23,3,26
33180,"Middlesborough, KY",26791,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,23,3,26
33180,"Middlesborough, KY",26791,Micropolitan Statistical Area,AAPI,1,1,0,No meaningful results,,,,23,3,26
16380,"Celina, OH",40884,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,114,9,123
16380,"Celina, OH",40884,Micropolitan Statistical Area,Latino,0,0,0,No meaningful results,,,,114,9,123
16380,"Celina, OH",40884,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,114,9,123
16380,"Celina, OH",40884,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,114,9,123
30900,"Logansport, IN",37880,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,116,5,121
30900,"Logansport, IN",37880,Micropolitan Statistical Area,Latino,21,17,4,No meaningful results,,,,116,5,121
30900,"Logansport, IN",37880,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,116,5,121
30900,"Logansport, IN",37880,Micropolitan Statistical Area,AAPI,5,5,0,No meaningful results,,,,116,5,121
41400,"Salem, OH",103190,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,434,35,469
41400,"Salem, OH",103190,Micropolitan Statistical Area,Latino,3,2,1,No meaningful results,,,,434,35,469
41400,"Salem, OH",103190,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,434,35,469
41400,"Salem, OH",103190,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,434,35,469
24220,"Grand Forks, ND-MN",101745,Metropolitan Statistical Area,Black,4,4,0,No meaningful results,,,,592,19,611
24220,"Grand Forks, ND-MN",101745,Metropolitan Statistical Area,Latino,10,9,1,No meaningful results,,,,592,19,611
24220,"Grand Forks, ND-MN",101745,Metropolitan Statistical Area,Native American,7,6,1,No meaningful results,,,,592,19,611
24220,"Grand Forks, ND-MN",101745,Metropolitan Statistical Area,AAPI,11,10,1,No meaningful results,,,,592,19,611
47540,"Wapakoneta, OH",45729,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,234,29,263
47540,"Wapakoneta, OH",45729,Micropolitan Statistical Area,Latino,2,2,0,No meaningful results,,,,234,29,263
47540,"Wapakoneta, OH",45729,Micropolitan Statistical Area,Native American,3,2,1,No meaningful results,,,,234,29,263
47540,"Wapakoneta, OH",45729,Micropolitan Statistical Area,AAPI,4,2,2,No meaningful results,,,,234,29,263
36980,"Owensboro, KY",118477,Metropolitan Statistical Area,Black,10,9,1,No meaningful results,,,,760,32,792
36980,"Owensboro, KY",118477,Metropolitan Statistical Area,Latino,10,8,2,No meaningful results,,,,760,32,792
36980,"Owensboro, KY",118477,Metropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,760,32,792
36980,"Owensboro, KY",118477,Metropolitan Statistical Area,AAPI,32,29,3,No meaningful results,,,,760,32,792
31580,"Madisonville, KY",45331,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,110,7,117
31580,"Madisonville, KY",45331,Micropolitan Statistical Area,Latino,2,2,0,No meaningful results,,,,110,7,117
31580,"Madisonville, KY",45331,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,110,7,117
31580,"Madisonville, KY",45331,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,110,7,117
12860,"Batavia, NY",57808,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,203,8,211
12860,"Batavia, NY",57808,Micropolitan Statistical Area,Latino,2,2,0,No meaningful results,,,,203,8,211
12860,"Batavia, NY",57808,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,203,8,211
12860,"Batavia, NY",57808,Micropolitan Statistical Area,AAPI,1,1,0,No meaningful results,,,,203,8,211
46540,"Utica-Rome, NY",292016,Metropolitan Statistical Area,Black,16,11,5,No meaningful results,,,,1030,102,1132
46540,"Utica-Rome, NY",292016,Metropolitan Statistical Area,Latino,21,20,1,No meaningful results,,,,1030,102,1132
46540,"Utica-Rome, NY",292016,Metropolitan Statistical Area,Native American,2,2,0,No meaningful results,,,,1030,102,1132
46540,"Utica-Rome, NY",292016,Metropolitan Statistical Area,AAPI,36,31,5,No meaningful results,,,,1030,102,1132
27460,"Jamestown-Dunkirk-Fredonia, NY",128496,Micropolitan Statistical Area,Black,5,5,0,No meaningful results,,,,404,40,444
27460,"Jamestown-Dunkirk-Fredonia, NY",128496,Micropolitan Statistical Area,Latino,25,23,2,No meaningful results,,,,404,40,444
27460,"Jamestown-Dunkirk-Fredonia, NY",128496,Micropolitan Statistical Area,Native American,2,2,0,No meaningful results,,,,404,40,444
27460,"Jamestown-Dunkirk-Fredonia, NY",128496,Micropolitan Statistical Area,AAPI,6,6,0,No meaningful results,,,,404,40,444
38460,"Plattsburgh, NY",80583,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,200,14,214
38460,"Plattsburgh, NY",80583,Micropolitan Statistical Area,Latino,4,4,0,No meaningful results,,,,200,14,214
38460,"Plattsburgh, NY",80583,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,200,14,214
38460,"Plattsburgh, NY",80583,Micropolitan Statistical Area,AAPI,6,6,0,No meaningful results,,,,200,14,214
