metro_code,metro_name,metro_pop,metro_type,variable_name,applications,loans,denials,results_def,odds_ratio,odds_ratio_rd,number_denials_compared_to_10_white,white_loans,white_denials,white_apps
16100,"Carlsbad-Artesia, NM",57732,Micropolitan Statistical Area,AAPI,7,7,0,No meaningful results,,,,159,7,166
41884,"San Francisco-San Mateo-Redwood City, CA",1642384,Metropolitan Division,Black,74,64,10,Regression equation needs to be tweaked,2.050114523,2.1,21,3451,190,3641
41884,"San Francisco-San Mateo-Redwood City, CA",1642384,Metropolitan Division,Latino,365,336,29,Regression equation needs to be tweaked,1.494940449,1.5,15,3451,190,3641
41884,"San Francisco-San Mateo-Redwood City, CA",1642384,Metropolitan Division,Native American,14,12,2,Regression equation needs to be tweaked,2.566855722,2.6,26,3451,190,3641
41884,"San Francisco-San Mateo-Redwood City, CA",1642384,Metropolitan Division,AAPI,3354,3118,236,Regression equation needs to be tweaked,1.506800691,1.5,15,3451,190,3641
39150,"Prescott Valley-Prescott, AZ",228067,Metropolitan Statistical Area,Black,10,9,1,Not statistcially significant,0.403897122,0.4,4,1667,98,1765
39150,"Prescott Valley-Prescott, AZ",228067,Metropolitan Statistical Area,Latino,115,108,7,Not statistcially significant,0.87492132,0.9,9,1667,98,1765
39150,"Prescott Valley-Prescott, AZ",228067,Metropolitan Statistical Area,Native American,11,10,1,Not statistcially significant,4.606434824,4.6,46,1667,98,1765
39150,"Prescott Valley-Prescott, AZ",228067,Metropolitan Statistical Area,AAPI,19,17,2,Not enough of applications,5.471219131,5.5,55,1667,98,1765
42100,"Santa Cruz-Watsonville, CA",273962,Metropolitan Statistical Area,Black,6,6,0,No meaningful results,,,,931,54,985
42100,"Santa Cruz-Watsonville, CA",273962,Metropolitan Statistical Area,Latino,150,141,9,No meaningful results,,,,931,54,985
42100,"Santa Cruz-Watsonville, CA",273962,Metropolitan Statistical Area,Native American,3,2,1,No meaningful results,,,,931,54,985
42100,"Santa Cruz-Watsonville, CA",273962,Metropolitan Statistical Area,AAPI,76,64,12,No meaningful results,,,,931,54,985
22280,"Fernley, NV",54380,Micropolitan Statistical Area,Black,3,3,0,No meaningful results,,,,329,16,345
22280,"Fernley, NV",54380,Micropolitan Statistical Area,Latino,53,50,3,No meaningful results,,,,329,16,345
22280,"Fernley, NV",54380,Micropolitan Statistical Area,Native American,3,3,0,No meaningful results,,,,329,16,345
22280,"Fernley, NV",54380,Micropolitan Statistical Area,AAPI,6,6,0,No meaningful results,,,,329,16,345
36500,"Olympia-Lacey-Tumwater, WA",279711,Metropolitan Statistical Area,Black,36,35,1,No meaningful results,,,,1602,69,1671
36500,"Olympia-Lacey-Tumwater, WA",279711,Metropolitan Statistical Area,Latino,98,91,7,No meaningful results,,,,1602,69,1671
36500,"Olympia-Lacey-Tumwater, WA",279711,Metropolitan Statistical Area,Native American,17,16,1,No meaningful results,,,,1602,69,1671
36500,"Olympia-Lacey-Tumwater, WA",279711,Metropolitan Statistical Area,AAPI,182,166,16,No meaningful results,,,,1602,69,1671
33260,"Midland, TX",173816,Metropolitan Statistical Area,Black,58,51,7,Regression equation needs to be tweaked,1.56180686,1.6,16,1285,56,1341
33260,"Midland, TX",173816,Metropolitan Statistical Area,Latino,427,397,30,Regression equation needs to be tweaked,1.145292832,1.1,11,1285,56,1341
33260,"Midland, TX",173816,Metropolitan Statistical Area,Native American,13,13,0,Regression equation needs to be tweaked,5.21E-15,0,0,1285,56,1341
33260,"Midland, TX",173816,Metropolitan Statistical Area,AAPI,83,76,7,Regression equation needs to be tweaked,1.994222345,2,20,1285,56,1341
33140,"Michigan City-La Porte, IN",110154,Metropolitan Statistical Area,Black,21,19,2,Regression equation needs to be tweaked,1.68336413,1.7,17,627,40,667
33140,"Michigan City-La Porte, IN",110154,Metropolitan Statistical Area,Latino,48,39,9,Regression equation needs to be tweaked,3.27774941,3.3,33,627,40,667
33140,"Michigan City-La Porte, IN",110154,Metropolitan Statistical Area,Native American,2,1,1,Regression equation needs to be tweaked,45.81585181,45.8,458,627,40,667
33140,"Michigan City-La Porte, IN",110154,Metropolitan Statistical Area,AAPI,7,6,1,Regression equation needs to be tweaked,6.652380152,6.7,67,627,40,667
39380,"Pueblo, CO",165982,Metropolitan Statistical Area,Black,16,16,0,No meaningful results,,,,662,39,701
39380,"Pueblo, CO",165982,Metropolitan Statistical Area,Latino,229,212,17,No meaningful results,,,,662,39,701
39380,"Pueblo, CO",165982,Metropolitan Statistical Area,Native American,7,7,0,No meaningful results,,,,662,39,701
39380,"Pueblo, CO",165982,Metropolitan Statistical Area,AAPI,25,21,4,No meaningful results,,,,662,39,701
46520,"Urban Honolulu, HI",984821,Metropolitan Statistical Area,Black,28,24,4,Not statistcially significant,2.512412301,2.5,25,873,60,933
46520,"Urban Honolulu, HI",984821,Metropolitan Statistical Area,Latino,174,155,19,Not statistcially significant,1.749200724,1.7,17,873,60,933
46520,"Urban Honolulu, HI",984821,Metropolitan Statistical Area,Native American,14,11,3,Not enough of applications,4.528383956,4.5,45,873,60,933
46520,"Urban Honolulu, HI",984821,Metropolitan Statistical Area,AAPI,2779,2614,165,Not statistcially significant,0.949773421,0.9,9,873,60,933
39420,"Pullman, WA",49231,Micropolitan Statistical Area,Black,5,5,0,No meaningful results,,,,225,16,241
39420,"Pullman, WA",49231,Micropolitan Statistical Area,Latino,14,12,2,No meaningful results,,,,225,16,241
39420,"Pullman, WA",49231,Micropolitan Statistical Area,Native American,2,2,0,No meaningful results,,,,225,16,241
39420,"Pullman, WA",49231,Micropolitan Statistical Area,AAPI,14,14,0,No meaningful results,,,,225,16,241
17020,"Chico, CA",225817,Metropolitan Statistical Area,Black,10,9,1,Regression equation needs to be tweaked,5.077802954,5.1,51,1230,47,1277
17020,"Chico, CA",225817,Metropolitan Statistical Area,Latino,116,112,4,Regression equation needs to be tweaked,1.250535943,1.3,13,1230,47,1277
17020,"Chico, CA",225817,Metropolitan Statistical Area,Native American,11,10,1,Regression equation needs to be tweaked,2.957279976,3,30,1230,47,1277
17020,"Chico, CA",225817,Metropolitan Statistical Area,AAPI,44,41,3,Regression equation needs to be tweaked,2.221021535,2.2,22,1230,47,1277
33700,"Modesto, CA",543194,Metropolitan Statistical Area,Black,64,58,6,Not statistcially significant,1.939307166,1.9,19,1369,67,1436
33700,"Modesto, CA",543194,Metropolitan Statistical Area,Latino,1023,937,86,Not statistcially significant,1.397430513,1.4,14,1369,67,1436
33700,"Modesto, CA",543194,Metropolitan Statistical Area,Native American,10,7,3,Not enough of applications,7.540939461,7.5,75,1369,67,1436
33700,"Modesto, CA",543194,Metropolitan Statistical Area,AAPI,277,249,28,Not statistcially significant,1.588544987,1.6,16,1369,67,1436
42200,"Santa Maria-Santa Barbara, CA",444829,Metropolitan Statistical Area,Black,12,11,1,Regression equation needs to be tweaked,1.136932052,1.1,11,1152,83,1235
42200,"Santa Maria-Santa Barbara, CA",444829,Metropolitan Statistical Area,Latino,408,383,25,Regression equation needs to be tweaked,0.995225839,1,10,1152,83,1235
42200,"Santa Maria-Santa Barbara, CA",444829,Metropolitan Statistical Area,Native American,1,1,0,Regression equation needs to be tweaked,1.47E-10,0,0,1152,83,1235
42200,"Santa Maria-Santa Barbara, CA",444829,Metropolitan Statistical Area,AAPI,134,119,15,Regression equation needs to be tweaked,1.692218742,1.7,17,1152,83,1235
25260,"Hanford-Corcoran, CA",150691,Metropolitan Statistical Area,Black,6,5,1,Regression equation needs to be tweaked,35.95226172,36,360,209,7,216
25260,"Hanford-Corcoran, CA",150691,Metropolitan Statistical Area,Latino,174,164,10,Regression equation needs to be tweaked,2.650878679,2.7,27,209,7,216
25260,"Hanford-Corcoran, CA",150691,Metropolitan Statistical Area,Native American,1,1,0,Regression equation needs to be tweaked,0.000126002,0,0,209,7,216
25260,"Hanford-Corcoran, CA",150691,Metropolitan Statistical Area,AAPI,24,22,2,Regression equation needs to be tweaked,13.09794576,13.1,131,209,7,216
41060,"St. Cloud, MN",198581,Metropolitan Statistical Area,Black,37,28,9,No meaningful results,,,,1408,51,1459
41060,"St. Cloud, MN",198581,Metropolitan Statistical Area,Latino,35,32,3,No meaningful results,,,,1408,51,1459
41060,"St. Cloud, MN",198581,Metropolitan Statistical Area,Native American,5,3,2,No meaningful results,,,,1408,51,1459
41060,"St. Cloud, MN",198581,Metropolitan Statistical Area,AAPI,28,26,2,No meaningful results,,,,1408,51,1459
33540,"Missoula, MT",117309,Metropolitan Statistical Area,Black,5,5,0,No meaningful results,,,,997,38,1035
33540,"Missoula, MT",117309,Metropolitan Statistical Area,Latino,15,14,1,No meaningful results,,,,997,38,1035
33540,"Missoula, MT",117309,Metropolitan Statistical Area,Native American,7,7,0,No meaningful results,,,,997,38,1035
33540,"Missoula, MT",117309,Metropolitan Statistical Area,AAPI,12,12,0,No meaningful results,,,,997,38,1035
13380,"Bellingham, WA",220821,Metropolitan Statistical Area,Black,12,11,1,Regression equation needs to be tweaked,1.944303882,1.9,19,1496,87,1583
13380,"Bellingham, WA",220821,Metropolitan Statistical Area,Latino,60,50,10,Regression equation needs to be tweaked,2.985077994,3,30,1496,87,1583
13380,"Bellingham, WA",220821,Metropolitan Statistical Area,Native American,19,15,4,Regression equation needs to be tweaked,5.299475883,5.3,53,1496,87,1583
13380,"Bellingham, WA",220821,Metropolitan Statistical Area,AAPI,117,97,20,Regression equation needs to be tweaked,1.910892215,1.9,19,1496,87,1583
32900,"Merced, CA",271382,Metropolitan Statistical Area,Black,21,20,1,No meaningful results,,,,385,32,417
32900,"Merced, CA",271382,Metropolitan Statistical Area,Latino,639,568,71,No meaningful results,,,,385,32,417
32900,"Merced, CA",271382,Metropolitan Statistical Area,Native American,2,1,1,No meaningful results,,,,385,32,417
32900,"Merced, CA",271382,Metropolitan Statistical Area,AAPI,154,139,15,No meaningful results,,,,385,32,417
46860,"Vernal, UT",36084,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,127,5,132
46860,"Vernal, UT",36084,Micropolitan Statistical Area,Latino,13,11,2,No meaningful results,,,,127,5,132
46860,"Vernal, UT",36084,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,127,5,132
46860,"Vernal, UT",36084,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,127,5,132
49100,"Winona, MN",50725,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,366,23,389
49100,"Winona, MN",50725,Micropolitan Statistical Area,Latino,4,2,2,No meaningful results,,,,366,23,389
49100,"Winona, MN",50725,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,366,23,389
49100,"Winona, MN",50725,Micropolitan Statistical Area,AAPI,4,4,0,No meaningful results,,,,366,23,389
28100,"Kankakee, IL",110637,Metropolitan Statistical Area,Black,16,15,1,Regression equation needs to be tweaked,0.43046496,0.4,4,404,27,431
28100,"Kankakee, IL",110637,Metropolitan Statistical Area,Latino,25,20,5,Regression equation needs to be tweaked,2.563636401,2.6,26,404,27,431
28100,"Kankakee, IL",110637,Metropolitan Statistical Area,Native American,2,2,0,Regression equation needs to be tweaked,1.13E-09,0,0,404,27,431
28100,"Kankakee, IL",110637,Metropolitan Statistical Area,AAPI,7,6,1,Regression equation needs to be tweaked,0.114534502,0.1,1,404,27,431
39460,"Punta Gorda, FL",181067,Metropolitan Statistical Area,Black,41,37,4,Regression equation needs to be tweaked,1.034481129,1,10,1530,140,1670
39460,"Punta Gorda, FL",181067,Metropolitan Statistical Area,Latino,96,81,15,Regression equation needs to be tweaked,1.635122647,1.6,16,1530,140,1670
39460,"Punta Gorda, FL",181067,Metropolitan Statistical Area,Native American,5,4,1,Regression equation needs to be tweaked,5.965567508,6,60,1530,140,1670
39460,"Punta Gorda, FL",181067,Metropolitan Statistical Area,AAPI,27,24,3,Regression equation needs to be tweaked,1.159652384,1.2,12,1530,140,1670
39860,"Red Wing, MN",46246,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,335,16,351
39860,"Red Wing, MN",46246,Micropolitan Statistical Area,Latino,3,2,1,No meaningful results,,,,335,16,351
39860,"Red Wing, MN",46246,Micropolitan Statistical Area,Native American,5,4,1,No meaningful results,,,,335,16,351
39860,"Red Wing, MN",46246,Micropolitan Statistical Area,AAPI,1,1,0,No meaningful results,,,,335,16,351
25720,"Heber, UT",72811,Micropolitan Statistical Area,Black,5,5,0,No meaningful results,,,,906,82,988
25720,"Heber, UT",72811,Micropolitan Statistical Area,Latino,40,37,3,No meaningful results,,,,906,82,988
25720,"Heber, UT",72811,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,906,82,988
25720,"Heber, UT",72811,Micropolitan Statistical Area,AAPI,14,14,0,No meaningful results,,,,906,82,988
37740,"Payson, AZ",53546,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,252,20,272
37740,"Payson, AZ",53546,Micropolitan Statistical Area,Latino,21,18,3,No meaningful results,,,,252,20,272
37740,"Payson, AZ",53546,Micropolitan Statistical Area,Native American,3,3,0,No meaningful results,,,,252,20,272
37740,"Payson, AZ",53546,Micropolitan Statistical Area,AAPI,3,3,0,No meaningful results,,,,252,20,272
48900,"Wilmington, NC",288337,Metropolitan Statistical Area,Black,85,74,11,Statistcially significant disparity,2.405465515,2.4,24,2583,145,2728
48900,"Wilmington, NC",288337,Metropolitan Statistical Area,Latino,73,68,5,Not statistcially significant,1.50061542,1.5,15,2583,145,2728
48900,"Wilmington, NC",288337,Metropolitan Statistical Area,Native American,9,9,0,Not statistcially significant,1.23E-86,0,0,2583,145,2728
48900,"Wilmington, NC",288337,Metropolitan Statistical Area,AAPI,65,62,3,Not statistcially significant,0.721538631,0.7,7,2583,145,2728
25540,"Hartford-East Hartford-Middletown, CT",1207677,Metropolitan Statistical Area,Black,455,409,46,No meaningful results,,,,5932,319,6251
25540,"Hartford-East Hartford-Middletown, CT",1207677,Metropolitan Statistical Area,Latino,550,487,63,No meaningful results,,,,5932,319,6251
25540,"Hartford-East Hartford-Middletown, CT",1207677,Metropolitan Statistical Area,Native American,21,19,2,No meaningful results,,,,5932,319,6251
25540,"Hartford-East Hartford-Middletown, CT",1207677,Metropolitan Statistical Area,AAPI,702,629,73,No meaningful results,,,,5932,319,6251
16260,"Cedar City, UT",51213,Micropolitan Statistical Area,Black,1,0,1,No meaningful results,,,,383,37,420
16260,"Cedar City, UT",51213,Micropolitan Statistical Area,Latino,17,14,3,No meaningful results,,,,383,37,420
16260,"Cedar City, UT",51213,Micropolitan Statistical Area,Native American,2,1,1,No meaningful results,,,,383,37,420
16260,"Cedar City, UT",51213,Micropolitan Statistical Area,AAPI,6,4,2,No meaningful results,,,,383,37,420
43420,"Sierra Vista-Douglas, AZ",125867,Metropolitan Statistical Area,Black,7,7,0,Regression equation needs to be tweaked,4.36E-09,0,0,381,28,409
43420,"Sierra Vista-Douglas, AZ",125867,Metropolitan Statistical Area,Latino,83,76,7,Regression equation needs to be tweaked,0.745511461,0.7,7,381,28,409
43420,"Sierra Vista-Douglas, AZ",125867,Metropolitan Statistical Area,Native American,3,1,2,Regression equation needs to be tweaked,333.2494408,333.2,3332,381,28,409
43420,"Sierra Vista-Douglas, AZ",125867,Metropolitan Statistical Area,AAPI,13,12,1,Regression equation needs to be tweaked,0.40956976,0.4,4,381,28,409
16500,"Centralia, WA",78145,Micropolitan Statistical Area,Black,6,6,0,No meaningful results,,,,412,30,442
16500,"Centralia, WA",78145,Micropolitan Statistical Area,Latino,24,23,1,No meaningful results,,,,412,30,442
16500,"Centralia, WA",78145,Micropolitan Statistical Area,Native American,6,5,1,No meaningful results,,,,412,30,442
16500,"Centralia, WA",78145,Micropolitan Statistical Area,AAPI,11,10,1,No meaningful results,,,,412,30,442
44060,"Spokane-Spokane Valley, WA",550160,Metropolitan Statistical Area,Black,61,51,10,Regression equation needs to be tweaked,2.202738926,2.2,22,4045,244,4289
44060,"Spokane-Spokane Valley, WA",550160,Metropolitan Statistical Area,Latino,195,181,14,Regression equation needs to be tweaked,1.114497589,1.1,11,4045,244,4289
44060,"Spokane-Spokane Valley, WA",550160,Metropolitan Statistical Area,Native American,45,42,3,Regression equation needs to be tweaked,0.798048396,0.8,8,4045,244,4289
44060,"Spokane-Spokane Valley, WA",550160,Metropolitan Statistical Area,AAPI,152,137,15,Regression equation needs to be tweaked,1.206573165,1.2,12,4045,244,4289
29620,"Lansing-East Lansing, MI",546772,Metropolitan Statistical Area,Black,122,111,11,Not statistcially significant,1.895092538,1.9,19,3342,123,3465
29620,"Lansing-East Lansing, MI",546772,Metropolitan Statistical Area,Latino,119,107,12,Statistcially significant disparity,2.394187173,2.4,24,3342,123,3465
29620,"Lansing-East Lansing, MI",546772,Metropolitan Statistical Area,Native American,16,13,3,Not enough of applications,7.666430655,7.7,77,3342,123,3465
29620,"Lansing-East Lansing, MI",546772,Metropolitan Statistical Area,AAPI,171,165,6,Not statistcially significant,0.898930329,0.9,9,3342,123,3465
36620,"Ontario, OR-ID",53672,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,260,21,281
36620,"Ontario, OR-ID",53672,Micropolitan Statistical Area,Latino,38,33,5,No meaningful results,,,,260,21,281
36620,"Ontario, OR-ID",53672,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,260,21,281
36620,"Ontario, OR-ID",53672,Micropolitan Statistical Area,AAPI,3,3,0,No meaningful results,,,,260,21,281
14660,"Brainerd, MN",93485,Micropolitan Statistical Area,Black,3,2,1,No meaningful results,,,,486,45,531
14660,"Brainerd, MN",93485,Micropolitan Statistical Area,Latino,5,4,1,No meaningful results,,,,486,45,531
14660,"Brainerd, MN",93485,Micropolitan Statistical Area,Native American,3,1,2,No meaningful results,,,,486,45,531
14660,"Brainerd, MN",93485,Micropolitan Statistical Area,AAPI,4,3,1,No meaningful results,,,,486,45,531
37220,"Pahrump, NV",44380,Micropolitan Statistical Area,Black,7,5,2,No meaningful results,,,,204,27,231
37220,"Pahrump, NV",44380,Micropolitan Statistical Area,Latino,22,18,4,No meaningful results,,,,204,27,231
37220,"Pahrump, NV",44380,Micropolitan Statistical Area,Native American,2,2,0,No meaningful results,,,,204,27,231
37220,"Pahrump, NV",44380,Micropolitan Statistical Area,AAPI,8,7,1,No meaningful results,,,,204,27,231
20940,"El Centro, CA",180701,Metropolitan Statistical Area,Black,2,1,1,No meaningful results,,,,65,8,73
20940,"El Centro, CA",180701,Metropolitan Statistical Area,Latino,277,245,32,No meaningful results,,,,65,8,73
20940,"El Centro, CA",180701,Metropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,65,8,73
20940,"El Centro, CA",180701,Metropolitan Statistical Area,AAPI,9,8,1,No meaningful results,,,,65,8,73
31820,"Manitowoc, WI",79185,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,497,38,535
31820,"Manitowoc, WI",79185,Micropolitan Statistical Area,Latino,11,10,1,No meaningful results,,,,497,38,535
31820,"Manitowoc, WI",79185,Micropolitan Statistical Area,Native American,3,2,1,No meaningful results,,,,497,38,535
31820,"Manitowoc, WI",79185,Micropolitan Statistical Area,AAPI,11,9,2,No meaningful results,,,,497,38,535
26780,"Hutchinson, MN",35832,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,251,10,261
26780,"Hutchinson, MN",35832,Micropolitan Statistical Area,Latino,7,5,2,No meaningful results,,,,251,10,261
26780,"Hutchinson, MN",35832,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,251,10,261
26780,"Hutchinson, MN",35832,Micropolitan Statistical Area,AAPI,1,1,0,No meaningful results,,,,251,10,261
31460,"Madera, CA",155433,Metropolitan Statistical Area,Black,14,14,0,No meaningful results,,,,350,16,366
31460,"Madera, CA",155433,Metropolitan Statistical Area,Latino,351,326,25,No meaningful results,,,,350,16,366
31460,"Madera, CA",155433,Metropolitan Statistical Area,Native American,7,7,0,No meaningful results,,,,350,16,366
31460,"Madera, CA",155433,Metropolitan Statistical Area,AAPI,42,41,1,No meaningful results,,,,350,16,366
22580,"Forest City, NC",66599,Micropolitan Statistical Area,Black,11,9,2,No meaningful results,,,,265,22,287
22580,"Forest City, NC",66599,Micropolitan Statistical Area,Latino,9,7,2,No meaningful results,,,,265,22,287
22580,"Forest City, NC",66599,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,265,22,287
22580,"Forest City, NC",66599,Micropolitan Statistical Area,AAPI,3,3,0,No meaningful results,,,,265,22,287
22820,"Fort Morgan, CO",28517,Micropolitan Statistical Area,Black,3,3,0,No meaningful results,,,,111,3,114
22820,"Fort Morgan, CO",28517,Micropolitan Statistical Area,Latino,32,29,3,No meaningful results,,,,111,3,114
22820,"Fort Morgan, CO",28517,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,111,3,114
22820,"Fort Morgan, CO",28517,Micropolitan Statistical Area,AAPI,5,3,2,No meaningful results,,,,111,3,114
12380,"Austin, MN",39807,Micropolitan Statistical Area,Black,9,8,1,No meaningful results,,,,198,8,206
12380,"Austin, MN",39807,Micropolitan Statistical Area,Latino,20,16,4,No meaningful results,,,,198,8,206
12380,"Austin, MN",39807,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,198,8,206
12380,"Austin, MN",39807,Micropolitan Statistical Area,AAPI,28,28,0,No meaningful results,,,,198,8,206
38900,"Portland-Vancouver-Hillsboro, OR-WA",2445761,Metropolitan Statistical Area,Black,391,358,33,Regression equation needs to be tweaked,1.749269032,1.7,17,17270,711,17981
38900,"Portland-Vancouver-Hillsboro, OR-WA",2445761,Metropolitan Statistical Area,Latino,1415,1328,87,Regression equation needs to be tweaked,1.430837657,1.4,14,17270,711,17981
38900,"Portland-Vancouver-Hillsboro, OR-WA",2445761,Metropolitan Statistical Area,Native American,131,125,6,Regression equation needs to be tweaked,0.952131979,1,10,17270,711,17981
38900,"Portland-Vancouver-Hillsboro, OR-WA",2445761,Metropolitan Statistical Area,AAPI,2641,2446,195,Regression equation needs to be tweaked,1.833943891,1.8,18,17270,711,17981
22060,"Faribault-Northfield, MN",66185,Micropolitan Statistical Area,Black,5,4,1,No meaningful results,,,,365,24,389
22060,"Faribault-Northfield, MN",66185,Micropolitan Statistical Area,Latino,22,18,4,No meaningful results,,,,365,24,389
22060,"Faribault-Northfield, MN",66185,Micropolitan Statistical Area,Native American,4,4,0,No meaningful results,,,,365,24,389
22060,"Faribault-Northfield, MN",66185,Micropolitan Statistical Area,AAPI,6,6,0,No meaningful results,,,,365,24,389
10140,"Aberdeen, WA",72779,Micropolitan Statistical Area,Black,2,1,1,Regression equation needs to be tweaked,11.654962,11.7,117,341,22,363
10140,"Aberdeen, WA",72779,Micropolitan Statistical Area,Latino,16,15,1,Regression equation needs to be tweaked,2.228431321,2.2,22,341,22,363
10140,"Aberdeen, WA",72779,Micropolitan Statistical Area,Native American,5,5,0,Regression equation needs to be tweaked,2.16E-07,0,0,341,22,363
10140,"Aberdeen, WA",72779,Micropolitan Statistical Area,AAPI,10,9,1,Regression equation needs to be tweaked,3.351375184,3.4,34,341,22,363
42140,"Santa Fe, NM",149293,Metropolitan Statistical Area,Black,8,6,2,Regression equation needs to be tweaked,1.582635382,1.6,16,800,72,872
42140,"Santa Fe, NM",149293,Metropolitan Statistical Area,Latino,238,223,15,Regression equation needs to be tweaked,0.589646616,0.6,6,800,72,872
42140,"Santa Fe, NM",149293,Metropolitan Statistical Area,Native American,12,11,1,Regression equation needs to be tweaked,1.504123117,1.5,15,800,72,872
42140,"Santa Fe, NM",149293,Metropolitan Statistical Area,AAPI,26,23,3,Regression equation needs to be tweaked,1.09856056,1.1,11,800,72,872
43900,"Spartanburg, SC",307617,Metropolitan Statistical Area,Black,261,213,48,Not statistcially significant,1.212371642,1.2,12,2079,157,2236
43900,"Spartanburg, SC",307617,Metropolitan Statistical Area,Latino,173,149,24,Not statistcially significant,1.526702977,1.5,15,2079,157,2236
43900,"Spartanburg, SC",307617,Metropolitan Statistical Area,Native American,11,8,3,Not enough of applications,5.271819731,5.3,53,2079,157,2236
43900,"Spartanburg, SC",307617,Metropolitan Statistical Area,AAPI,113,103,10,Not statistcially significant,0.995592384,1,10,2079,157,2236
13720,"Big Stone Gap, VA",42456,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,63,11,74
13720,"Big Stone Gap, VA",42456,Micropolitan Statistical Area,Latino,1,0,1,No meaningful results,,,,63,11,74
13720,"Big Stone Gap, VA",42456,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,63,11,74
13720,"Big Stone Gap, VA",42456,Micropolitan Statistical Area,AAPI,1,1,0,No meaningful results,,,,63,11,74
36940,"Owatonna, MN",36683,Micropolitan Statistical Area,Black,2,1,1,No meaningful results,,,,246,9,255
36940,"Owatonna, MN",36683,Micropolitan Statistical Area,Latino,11,9,2,No meaningful results,,,,246,9,255
36940,"Owatonna, MN",36683,Micropolitan Statistical Area,Native American,1,0,1,No meaningful results,,,,246,9,255
36940,"Owatonna, MN",36683,Micropolitan Statistical Area,AAPI,3,2,1,No meaningful results,,,,246,9,255
14580,"Bozeman, MT",108063,Micropolitan Statistical Area,Black,1,1,0,Regression equation needs to be tweaked,0.000671026,0,0,1169,42,1211
14580,"Bozeman, MT",108063,Micropolitan Statistical Area,Latino,35,34,1,Regression equation needs to be tweaked,1.923596607,1.9,19,1169,42,1211
14580,"Bozeman, MT",108063,Micropolitan Statistical Area,Native American,9,8,1,Regression equation needs to be tweaked,6.77507281,6.8,68,1169,42,1211
14580,"Bozeman, MT",108063,Micropolitan Statistical Area,AAPI,24,23,1,Regression equation needs to be tweaked,0.279185593,0.3,3,1169,42,1211
43320,"Show Low, AZ",109270,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,321,29,350
43320,"Show Low, AZ",109270,Micropolitan Statistical Area,Latino,22,18,4,No meaningful results,,,,321,29,350
43320,"Show Low, AZ",109270,Micropolitan Statistical Area,Native American,3,2,1,No meaningful results,,,,321,29,350
43320,"Show Low, AZ",109270,Micropolitan Statistical Area,AAPI,6,5,1,No meaningful results,,,,321,29,350
22660,"Fort Collins, CO",344786,Metropolitan Statistical Area,Black,25,24,1,No meaningful results,,,,3284,156,3440
22660,"Fort Collins, CO",344786,Metropolitan Statistical Area,Latino,203,191,12,No meaningful results,,,,3284,156,3440
22660,"Fort Collins, CO",344786,Metropolitan Statistical Area,Native American,13,12,1,No meaningful results,,,,3284,156,3440
22660,"Fort Collins, CO",344786,Metropolitan Statistical Area,AAPI,120,115,5,No meaningful results,,,,3284,156,3440
40420,"Rockford, IL",338356,Metropolitan Statistical Area,Black,76,69,7,Not statistcially significant,1.03200142,1,10,1563,102,1665
40420,"Rockford, IL",338356,Metropolitan Statistical Area,Latino,274,248,26,Not statistcially significant,0.762918764,0.8,8,1563,102,1665
40420,"Rockford, IL",338356,Metropolitan Statistical Area,Native American,4,2,2,Not statistcially significant,8.586722069,8.6,86,1563,102,1665
40420,"Rockford, IL",338356,Metropolitan Statistical Area,AAPI,79,76,3,Not statistcially significant,0.783217582,0.8,8,1563,102,1665
14740,"Bremerton-Silverdale-Port Orchard, WA",265882,Metropolitan Statistical Area,Black,26,24,2,Regression equation needs to be tweaked,0.845925376,0.8,8,1461,70,1531
14740,"Bremerton-Silverdale-Port Orchard, WA",265882,Metropolitan Statistical Area,Latino,77,70,7,Regression equation needs to be tweaked,1.746630488,1.7,17,1461,70,1531
14740,"Bremerton-Silverdale-Port Orchard, WA",265882,Metropolitan Statistical Area,Native American,12,11,1,Regression equation needs to be tweaked,3.992361445,4,40,1461,70,1531
14740,"Bremerton-Silverdale-Port Orchard, WA",265882,Metropolitan Statistical Area,AAPI,117,106,11,Regression equation needs to be tweaked,2.148638654,2.1,21,1461,70,1531
